App Name,App Id,App Type,Permissions,Users,Type,Link,Total Users,Rating,Users Rated,Overview,Description,Developer,Mark Trusted?
Boomerang for Gmail,907372061162-bpu6amvvhit9pf1f6ikqk2jfnoqtu81g.apps.googleusercontent.com,Web Application,Gmail,3,,https://gsuite.google.com/u/2/marketplace/app/app/907372061162,"286,639",4,8,Allows you to schedule messages to be sent or returned at a later date.,"Start using the ultimate email productivity tool today! Make email your secret weapon with this suite of additions to Gmail. 

Boomerang lets you schedule emails to be sent at the optimal time, makes sure you remember to follow up on important messages that don't get a response, lets you add cross-platform read receipts to emails you send, and includes Respondable, an AI assistant that helps you write more effective email. 

This app includes a compose window that lets you send messages through your G Suite account using all of Boomerang's features. Additionally, users can install Boomerang's browser extension (supported browsers: Chrome, Firefox, Safari, Opera) to use Boomerang right inside Gmail. 

Send an email later
With Boomerang, you can write an email now and schedule it to be sent automatically at the perfect time. Just write the message as you normally would, then click the Send Later button. Use our handy calendar picker or our text box that understands language like ""next Monday"" or ""tomorrow 8am"" to tell Boomerang when to send your message. We'll take it from there.

Remind you if you don’t hear back
There are times you need to make sure you follow up within a specific time frame after sending a message. You can select to only be reminded if nobody replies, or regardless. This way you won't let messages slip through the cracks and will never forget to follow up with people.

Cross-platform Read Receipts
Want to know when someone opens your email? With Boomerang's Read Receipts, you'll get notified each time your message gets opened and when links are clicked. Read receipts work across just about all platforms, so you'll get notified if your message is opened on an iPhone or on a laptop. Best of all? Including a read receipt makes it more likely you will get a reply to your messages, and unlike invisible open tracking systems, read receipts don't send your messages to the spam folder.

Respondable: Write better emails with AI
Add an assistant that uses artificial intelligence to help you write better, more actionable emails in real time. Based on data from millions of messages, Respondable makes every email you send more effective. Whether you're sending cold emails or warm ones, Respondable can help you make sure you strike the right tone, deliver insight into your writing style, and make sure that your email is as likely as possible to get a good response!

Snooze emails (requires associated browser extension)
Want a cleaner Inbox, but don't want to lose track of important messages? Use Boomerang to take messages out of your Inbox until you actually need them. Just click the Boomerang button when you have an email open, and choose when you need it again. Boomerang will archive your message. At the time you choose, we'll bring it back to your Inbox, marked unread, starred or even at the top of your message list. 

Boomerang can help you:
* Make sure you follow up with important contacts and sales leads
* Communicate with people in different time zones
* Clear out travel confirmation emails, returning them on the day of your trip
* Schedule birthday/holiday notes when you have time to write them",b4g.baydin.com,Yes
PnL,907425298244-i75gj2egbj6l7qojhf60fup6lpjch3s5.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Quora,917071888555.apps.googleusercontent.com,Web Application,Others,36,Meta,,,,,,,,No
"Expedia, Inc.",919023678118-cdrmliol1m0qorr1hm0oe877pnrd02rb.apps.googleusercontent.com,Web Application,Others,3,Meta,,,,,,,,No
Zapier,927538837578.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Project Default Service Account,936076353769-apdevvhvp2c8sbc0oeuummsvdukh02b0.apps.googleusercontent.com,Web Application,Others,4,Meta,,,,,,,,No
The Economic Times,936221589938.apps.googleusercontent.com,Web Application,Others,12,Meta,,,,,,,,No
Fresha,939324003214-fq16j74hi8jl19u6uhfe0b5l6o5nu7q9.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Law Insider,948740859141-jj4vlg2tqi6fqj62q7mvbo8jjam6dclv.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Gliffy,956673946652-p3jb8so76rohn5ql0etb1uso96hssuqh.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
LogMgmtTest,956716877425-7i8areedrokt78i3jsjo309f94nba3ul.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
FortiClient Android,965025121727-lp6qgacmrvb4febv8q8slrkn355bhq35.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Huawei Email,970047679375-mj3cdj7jq2q8gug9l89038r5qmpi25ig.apps.googleusercontent.com,Android,Gmail,1,,,,,,,,,Yes
Priceline,97269564947-t56o430phqkg9cbg445rqic4tjb3t6b3.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Trainline,973057770020-n8vffgo87n3helc7lqcdun3f71l4g62d.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
LeetCode OJ,975508891494.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
Investing,97683281117-0i3aov82cq5oljjrvq7gvq88eeq7c2ob.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Rent The Runway,981834343854-e607psn9and9s6uh5fkcj9s8jdagrm14.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
ProtectedSheet,983697871415-51514v6fp409k5ceac078bl879r3tum7.apps.googleusercontent.com,Web Application,"Drive, Apps Script Runtime",2,Apps Script,,,,,,,,Yes
VIZIO SmartCast,984166688818-00tblcugi6s9epdiovlqqi9dq184l0dh.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
Linkedin,990339570472-k6nqn1tpmitg8pui82bfaun3jrpmiuhs.apps.googleusercontent.com,Web Application,Others,2,Meta,,,,,,,,No
BookMyShow India,990572338172-gk5j2mcf537tpmvbsj369aq16jlt8tfd.apps.googleusercontent.com,Android,Others,1,Meta,,,,,,,,No
BookMyShow India,990572338172-iibth2em4l86htv30eg1v44jia37fuo5.apps.googleusercontent.com,Web Application,Others,1,Meta,,,,,,,,No
PnL,992956075369-la5e8i7not0j9otpk1h37fbsar6li54s.apps.googleusercontent.com,Web Application,Drive,1,,,,,,,,,Yes
Gmail RegEx - Digital Inspiration,995015475506-a3ne7afsehmd6bl3kelcub7i6h5mbbep.apps.googleusercontent.com,Web Application,"Gmail, Drive",1,,,,,,,,,Yes
FortiClient,997229357422-hm43j8vc4crekmfrvi0sk738mjvifadl.apps.googleusercontent.com,iOS,Others,2,Meta,,,,,,,,No
